Label,ENSG00000263761.2,ENSG00000160339.14,ENSG00000104938.15,ENSG00000182566.11,ENSG00000165682.13
Cancer,-0.491049547234434,0.0326105077176631,-0.451311362308343,-0.531262917324937,-0.480802133268568
Cancer,-0.491049547234434,-0.537659141356357,-0.429333828578744,-0.479300535729525,-0.480802133268568
Cancer,-0.491049547234434,-0.511413984058253,-0.451311362308343,-0.554711255027109,-0.460787057072094
Cancer,-0.491049547234434,-0.677986657600942,-0.451311362308343,-0.523373772257439,-0.480802133268568
Cancer,-0.491049547234434,-0.456791484586244,-0.451311362308343,-0.557048779491553,-0.471567620827102
Cancer,-0.491049547234434,-0.587685046921697,-0.451311362308343,-0.515525503589255,-0.462981064355168
Cancer,-0.491049547234434,0.339689206006167,-0.451311362308343,-0.52960248770601,-0.480802133268568
Cancer,-0.491049547234434,-0.693240484507116,-0.422641705271657,-0.566340257564831,-0.480802133268568
Cancer,-0.478910536213664,-0.0214489186424417,-0.430947503665128,-0.427071397780074,-0.463651691184464
Cancer,3.33792777219608,2.26101366949033,1.59411971605917,2.234864522175,1.91569772292703
Cancer,-0.468183575453528,-0.237254126633894,-0.339067265204086,-0.206580466425559,-0.401103928974636
Cancer,-0.491049547234434,-0.0924886907059549,-0.451311362308343,-0.469997067245781,-0.470648729085478
Cancer,-0.473922386794077,0.874680286096389,-0.451311362308343,-0.57230282223565,-0.480802133268568
Cancer,0.0823054933093484,0.043365093964598,-0.401388567466454,-0.0481629211277476,-0.24941624597035
Cancer,-0.446739870268225,-0.483050966640619,-0.451311362308343,-0.537911660485564,-0.480802133268568
Cancer,-0.491049547234434,-0.449937088710316,-0.444585661564613,-0.511033944275064,-0.463880046269113
Cancer,-0.468380168291897,-0.633044938607667,-0.438556164159311,-0.53722439195844,-0.480802133268568
Cancer,-0.491049547234434,-0.379021280883768,-0.451311362308343,-0.501783766504499,-0.480802133268568
Cancer,-0.491049547234434,-0.404981595912934,-0.430120862332266,-0.470977495253018,-0.376240201804431
Cancer,-0.491049547234434,-0.0933426665606039,-0.451311362308343,-0.530921856760591,-0.462518401502021
Cancer,-0.491049547234434,0.258710256898868,-0.451311362308343,-0.511491154371088,-0.473217299500744
Cancer,-0.491049547234434,-0.730477523149314,-0.451311362308343,-0.318165769635869,-0.470105223719556
Cancer,-0.480290982671724,-0.628870925011008,-0.451311362308343,-0.532525725554394,-0.473186041577898
Cancer,-0.491049547234434,0.61430029325308,-0.444723965446293,-0.53580589006582,-0.480802133268568
Cancer,-0.341813718045653,-0.355772201455071,-0.231570514758407,-0.125534375324549,-0.320938375672187
Cancer,-0.491049547234434,-0.701870378827684,-0.443295077518691,-0.584401933644291,-0.480802133268568
Cancer,-0.491049547234434,-0.731133652081767,-0.451311362308343,-0.496381420455975,-0.460346685120166
